text,audio_filepath,utterance_pitch_mean,utterance_pitch_std,snr,c50,speech_duration,speaking_rate,duration,language,speaker,speaker_id,name,PESQ,speaker_name,style,dataset,STOI,SI-SDR,MOS,data
അയ്മ്പത് മെഗാ പിക്ചറിൻ്റെ ഒരു ക്യാമറ അയ്മ്പത് മെഗാ പിക്സൽ ഒഎസ് എന്നു പറഞ്ഞാല് ഒപ്റ്റിക്കൽ ഇമേജ് സ്റ്റെബിലൈസേഷൻ ക്യാമറ,2814749767292018_chunk_10_enhanced.wav,148.26962280273438,27.40869140625,49.25474166870117,59.47233200073242,6.48,18.05555555555556,6.495,Malayalam,Male,S4258399100316179,2814749767292018_chunk_10_enhanced.wav,3.765625,,,IndicVoices-R,0.99609375,29.375,4.4602227210998535,/data-3/praveen/ivr
കാരണം ഓരോ കാര്യങ്ങളും കൃത്യമായി കൃത്യമായി ആ സാറ് നമ്മളെ വരയ്ക്കേണ്ടത് എങ്ങനെ ആണെന്നൊക്കെ പറഞ്ഞു തരുവായിരുന്നു അപ്പം എനിക്ക് എൻ്റെ ഒരു ഇത് വച്ച് നോക്കുമ്പോ അവരു പഠിപ്പിച്ചു തരുന്നതൊക്കെ വച്ച് നോക്കുമ്പോ എനിക്ക് എൻ്റെ ഡ്രോയിങ്ങ് കല,2814749767110013_chunk_4_enhanced.wav,134.9237060546875,10.73714828491211,51.5611572265625,58.82202911376953,12.183750000000003,18.79552682876782,12.21,Malayalam,Male,S4257213200305841,2814749767110013_chunk_4_enhanced.wav,3.90625,,,IndicVoices-R,0.9921875,25.0,4.113020896911621,/data-3/praveen/ivr
ഉണ്ട് എനിക്കൊര് അനിയനാണ് ഉള്ളത് എനിക്കും അനിയനും തമ്മിൽ പലതരത്തിലുള്ള സാമ്യതകളും വ്യത്യസ്തതകളും ഉണ്ട് അതിലാദ്യം സാമ്യതകളെ പറ്റി പറയാം,2814749767202932_chunk_1_enhanced.wav,138.0662841796875,36.694454193115234,58.25478363037109,53.01763916015625,9.973125,13.33584007018863,10.7200208333,Malayalam,Male,S4259002500365106,2814749767202932_chunk_1_enhanced.wav,3.15625,,,IndicVoices-R,0.94921875,17.25,4.35861349105835,/data-3/praveen/ivr
കൊറച്ചും കൂടി കളി രസത്തില് നമ്മള് കളിക്കാച്ചാ വെർച്വൽ റിയാലിറ്റി ഒന്ന് കൂടിം നല്ലെ അനുഭവം തരുന്ന ഒരു വിഭാഗം കളികൾ ആണ്,2814749767217113_chunk_7_enhanced.wav,114.77704620361328,21.513071060180664,59.69225692749024,59.55407333374024,9.450000000000005,12.380952380952378,9.472,Malayalam,Male,S4259276600356923,2814749767217113_chunk_7_enhanced.wav,3.5625,,,IndicVoices-R,0.98828125,19.875,3.762397766113281,/data-3/praveen/ivr
ꯑꯈꯣꯏꯒꯤ ꯁ꯭ꯇꯦꯠ ꯈꯛꯇ ꯅꯠꯇꯦ ꯁ꯭ꯇꯦꯠ ꯄꯨꯝꯅꯃꯛꯇ ꯃꯤꯗꯤꯌꯥꯅ ꯑꯆꯧꯕ ꯊꯧꯗꯥꯡ ꯑꯃ ꯂꯧꯔꯝꯒꯅꯤꯅ ꯊꯥꯖꯩ ꯂꯧꯁꯨ ꯂꯧꯔꯤ ꯑꯗꯨꯒ ꯃꯤꯗꯤꯌꯥꯒꯤ ꯅ꯭ꯌꯨꯁ ꯆꯦꯅꯦꯜꯗ ꯂꯣꯏꯔꯝꯗꯥꯏꯗ ꯖꯣꯕ ꯑꯣꯄꯤꯅꯤꯌꯟ ꯑꯅ ꯑꯃ ꯌꯥꯎꯕꯅꯦ ꯑꯗꯨꯗꯨꯅ ꯑꯩꯈꯣꯏ ꯃꯐꯝ ꯀꯩꯗ ꯀꯩ ꯊꯕꯛ ꯀꯧꯔꯤ ꯍꯥꯏꯕꯁꯦ ꯂꯣꯏꯕꯛ ꯈꯪꯍꯜꯂꯦ,6473924464346508_chunk_1_enhanced.wav,216.4764404296875,37.73615646362305,58.69414520263672,49.24372863769531,17.718750000000004,11.118165784832447,18.555,Manipuri,Female,S4259731600374363,6473924464346508_chunk_1_enhanced.wav,3.578125,,,IndicVoices-R,0.98046875,23.5,4.035926342010498,/data-3/praveen/ivr
ꯑꯩꯅ ꯄꯥꯝꯖꯅ ꯌꯦꯡꯕ ꯃꯁꯥꯟꯅꯗꯤ ꯐꯤꯐꯥ ꯋꯥꯔꯜ ꯀ꯭ꯂꯞꯀꯣ,6473924464346513_chunk_1_enhanced.wav,230.44248962402344,20.78477668762207,46.661354064941406,29.83268547058105,3.27375,11.912943871706757,3.2860208333,Manipuri,Female,S4259731600374363,6473924464346513_chunk_1_enhanced.wav,3.765625,,,IndicVoices-R,0.9921875,24.375,4.506108283996582,/data-3/praveen/ivr
ꯑꯩ ꯈꯨꯃꯨꯛ ꯑꯃ ꯂꯩꯖꯩ ꯅꯥꯏꯛꯀꯤ ꯄꯥꯎꯅꯥ ꯖꯥꯔꯗ ꯂꯩꯕ ꯅꯥꯏꯛ ꯁꯣꯔꯨꯝꯗꯒꯤ ꯈꯨꯃꯨꯛ ꯑꯁꯤ ꯇꯣꯡꯕ ꯃꯇꯝꯗ ꯌꯥꯝꯅ ꯅꯨꯉꯥꯏ ꯀ꯭ꯋꯥꯂꯤꯇꯤꯖꯨ ꯌꯥꯝꯅ ꯂꯩ ꯃꯌꯥꯝꯁꯨ ꯂꯥꯛꯑꯒ ꯂꯩꯕꯤꯌꯨ ꯑꯩꯁꯨ ꯃꯇꯨꯡ ꯇꯥꯕꯗ ꯂꯩꯒꯦꯅ ꯈꯟꯖꯩ,6473924464347104_chunk_1_enhanced.wav,94.64924621582033,16.93899154663086,60.53736877441406,31.784936904907227,11.896875,12.440241660099815,11.913,Manipuri,Male,S4257010800305471,6473924464347104_chunk_1_enhanced.wav,3.875,,,IndicVoices-R,0.9921875,23.5,4.372089385986328,/data-3/praveen/ivr
ꯃꯅꯨꯡ ꯍꯟꯖꯟꯕꯗ ꯂꯩꯕ ꯃꯐꯝꯁꯤꯡꯁꯦ ꯃꯣꯏꯒꯤ ꯃꯌꯥꯝ ꯄꯨꯟꯁꯟꯂꯒ ꯁꯥꯟꯅ ꯈꯣꯠꯅꯕꯗ ꯁ꯭ꯄꯣꯔꯠꯇ ꯐꯨꯠꯕꯣꯜꯗ,6473924464365111_chunk_1_enhanced.wav,113.6638412475586,25.9853630065918,57.9823112487793,51.8596305847168,7.728750000000001,9.186479055474688,7.785,Manipuri,Male,S4259668200336401,6473924464365111_chunk_1_enhanced.wav,2.75,,,IndicVoices-R,0.953125,22.0,3.080223560333252,/data-3/praveen/ivr
ꯑꯈꯣꯏꯕꯧꯇ ꯁꯤꯠ ꯕꯦꯜ ꯐꯥꯗꯕꯒꯤꯕꯧꯇ ꯂꯨꯄꯥ ꯆꯧꯉꯥ ꯂꯧꯍꯧꯋꯤ ꯑꯗꯨꯒ ꯒꯥꯔꯤ ꯆꯦ ꯆꯥꯡ ꯏꯟꯁꯨꯔꯦꯟꯁ ꯐꯥꯎꯕ ꯆꯦꯛ ꯇꯧꯋꯤ ꯃꯣꯏ ꯐꯖꯅ ꯑꯗꯨꯒ ꯁꯤꯂꯣꯡ ꯆꯠꯄꯖꯤꯗ ꯃꯥꯒꯤ ꯑꯈꯣꯏꯅ ꯇꯝꯃꯛꯄ ꯌꯥꯕ ꯍꯥꯏꯔꯒꯗꯤ ꯃꯥꯖꯤ,6473924464353549_chunk_22_enhanced.wav,99.66155242919922,13.37088394165039,39.8947868347168,52.99810028076172,12.4875,11.37137137137137,12.543,Manipuri,Male,S4258955900374254,6473924464353549_chunk_22_enhanced.wav,3.078125,,,IndicVoices-R,0.94921875,22.25,3.9228804111480713,/data-3/praveen/ivr
ꯃꯈꯣꯏꯕꯨ ꯇꯣꯉꯥꯟꯕ ꯒꯦꯝꯁ ꯑꯦꯟ ꯏꯁꯄꯣꯔꯠꯁꯇ ꯁꯔꯨꯛ ꯌꯥꯕꯒꯤ ꯃꯇꯥꯡ ꯑꯃꯁꯨ ꯄꯤꯕꯤ ꯃꯈꯣꯏ ꯃꯁꯦꯜꯒꯤꯗꯃꯛꯇ ꯇꯣꯉꯥꯟꯕ ꯐꯨꯠꯕꯣꯜ ꯃꯅꯥ ꯄꯪꯕꯁꯤꯡꯒꯤ ꯐꯨꯠꯕꯣꯜ ꯁꯤꯟꯕꯤ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯏꯕꯨ,6473924464367059_chunk_3_enhanced.wav,114.7723388671875,20.60584259033203,51.0766487121582,55.14150619506836,12.133125000000003,10.384793694946682,12.16,Manipuri,Male,S4259018500311893,6473924464367059_chunk_3_enhanced.wav,3.609375,,,IndicVoices-R,0.99609375,28.125,4.1151628494262695,/data-3/praveen/ivr
मला खराब झालेला डायबेटिक्स डिझायर साखरमुक्त रस मिळाला,562949953497640_chunk_1_enhanced.wav,197.5126342773437,38.883033752441406,58.25428771972656,58.7469367980957,5.6025,9.460062472110664,6.0080208333,Marathi,Female,S4257784100385587,562949953497640_chunk_1_enhanced.wav,3.6875,,,IndicVoices-R,0.99609375,23.875,4.449294090270996,/data-3/praveen/ivr
मग तो छंद अधिक वाढला जेव्हा मी मा बाईक चालवनं शिकले बाईकमधे पन मला खूप प्रकार आवडतात जसं केटीयम आरवनफाई बुलेट अशे हे माझे आवडती गाड्याज गाडी आहे,562949953432690_chunk_2_enhanced.wav,274.84002685546875,45.746864318847656,47.386661529541016,37.03244400024414,16.470000000000002,8.743169398907103,16.479,Marathi,Female,S4257999500348861,562949953432690_chunk_2_enhanced.wav,3.71875,,,IndicVoices-R,0.98828125,26.75,3.740769624710083,/data-3/praveen/ivr
असं त्यांना वाटतच नाही तर त्यांना स्क्रीनवरच खेळ खेळायला आवडतात,562949953551464_chunk_3_enhanced.wav,215.1697998046875,22.617307662963867,40.82115936279297,43.53943634033203,4.319999999999999,14.583333333333336,4.341,Marathi,Female,S4257876800358022,562949953551464_chunk_3_enhanced.wav,3.390625,,,IndicVoices-R,0.98828125,25.25,4.403430461883545,/data-3/praveen/ivr
त्याचे नाव इतिहासात अजरामर केलेले आहे ज्ञानेश्वरीने ज्ञानेश्वरी तर मराठी भाषेचा अदीक ज्ञानेश्वरीने तर मराठी भाषा ही अधिकच समृद्ध केलेली आहे,562949953673921_chunk_18_enhanced.wav,200.8183441162109,41.33157730102539,69.61682891845703,47.01926803588867,9.48375,14.656649532094372,11.01,Marathi,Female,S4258062000338721,562949953673921_chunk_18_enhanced.wav,3.859375,,,IndicVoices-R,0.9921875,28.25,4.390533924102783,/data-3/praveen/ivr
प्रयत्न करते की मला कशाप्रकारे हा जो रंगकाम आहे पेंटिंग जो आहे मी कोनत्या पद्धतीने चांगल्या पद्धतीने करू शकते भरपूर वेळेस माझं रंकाम करत असतांनी कलर जे आहे ते मिस ठिकानी म्हणजे,562949953504802_chunk_2_enhanced.wav,250.4130706787109,49.83560943603516,52.44208908081055,52.70548629760742,12.38625,14.20930467251993,12.5440208333,Marathi,Female,S4258788600339562,562949953504802_chunk_2_enhanced.wav,3.125,,,IndicVoices-R,0.97265625,20.0,4.206336498260498,/data-3/praveen/ivr
दहा डिसेंबर एकोणीसशे नव्वद सोळा मार्च दोन हजार पंधरा पंचवीस फेब्रुवरी दोन हजार दोन बावीस जनवरी दोन हजार सतरा पंधरा आगस्ट एकोणीसशे अठ्ठ्याऐंशी,562949953528350_chunk_1_enhanced.wav,225.56309509277344,30.95203399658203,63.49178314208984,47.869178771972656,13.213125000000002,10.671207606073503,13.215,Marathi,Female,S4259745400359026,562949953528350_chunk_1_enhanced.wav,2.921875,,,IndicVoices-R,0.9765625,19.5,4.405224323272705,/data-3/praveen/ivr
वाशिम अमरावती जळगांव यवतमाळ हिंगोली,562949953541350_chunk_1_enhanced.wav,218.652572631836,26.640605926513672,61.06917190551758,58.0822868347168,5.686875,6.154522474997253,5.7280208333,Marathi,Female,S4259752400333740,562949953541350_chunk_1_enhanced.wav,3.203125,,,IndicVoices-R,0.98828125,19.875,4.432525157928467,/data-3/praveen/ivr
तर अशा प्रकारे ही एक म्हणए जर दुसरी म्हणबद्दल म्हंटलं मी तर ती अशी आहे की इकडे आड तिकरे विहीर म्हंजे एक असी परिस्थिती ज्या परिस्थितीमधे मानूस मुलगा किंवा कोनीही म्हंजे दोन्ही तरफचा जो आपन रस्ता म्हंतो तो खूप म्हंजे अशी कठीण परिस्थितीत येतो,562949953535210_chunk_6_enhanced.wav,222.4325256347656,26.38882827758789,61.213191986083984,59.60099029541016,18.93375,12.622961642569486,18.9770208333,Marathi,Female,S4259697600373855,562949953535210_chunk_6_enhanced.wav,3.78125,,,IndicVoices-R,0.98828125,28.125,4.449897766113281,/data-3/praveen/ivr
तिथे खूप सुंदर छान बोलतात मला तुला हळू बोलतात आणि खेडे गावामध्ये थोडं जोरानं बोलतात मले देणं तू घेणं तू जेवली का तू जेवलीस तू काय खाल्लं,562949953492994_chunk_9_enhanced.wav,221.1332244873047,36.53642654418945,66.2826919555664,30.20672035217285,13.33125,10.201593999062354,13.4080208333,Marathi,Female,S4258892200307456,562949953492994_chunk_9_enhanced.wav,3.15625,,,IndicVoices-R,0.9609375,18.625,3.5321602821350098,/data-3/praveen/ivr
त्यामुळे शार्क टँक हा टीव्ही शो माझा फारच आवडीचा शो आहे,562949953431545_chunk_4_enhanced.wav,160.00650024414062,16.761337280273438,45.06334686279297,57.86683654785156,5.94,9.25925925925926,5.971,Marathi,Male,S4259370900384920,562949953431545_chunk_4_enhanced.wav,3.5625,,,IndicVoices-R,0.99609375,24.25,4.492655754089356,/data-3/praveen/ivr
पेटोल रात्री टाकून घ्यायचं ओतं ना ठीक ठीक आय आता व्हरलं ना पेटोल या लवकर या लवकर या कारन पराच वेळ येक घंटा झालेलाय लवकर या,562949953546442_chunk_6_enhanced.wav,129.7076416015625,26.280628204345703,65.76622772216797,44.55400085449219,7.52625,16.20993190499917,7.5750208333,Marathi,Male,S4259559500380178,562949953546442_chunk_6_enhanced.wav,4.125,,,IndicVoices-R,0.99609375,27.875,4.450860500335693,/data-3/praveen/ivr
मला दिव्याचा प्रकाश वाडवायचा आहे तू ते करू शकतोस का,562949953501260_chunk_1_enhanced.wav,148.35433959960938,16.008590698242188,39.44222259521485,55.90871047973633,3.3243750000000003,15.341229554427525,3.3280208333,Marathi,Male,S4259226800383910,562949953501260_chunk_1_enhanced.wav,3.578125,,,IndicVoices-R,0.9765625,18.25,4.3066887855529785,/data-3/praveen/ivr
अवकाळी पाऊस कधीही येतो या सर्व कारणामुळे जीबा जी ग्रामीण भागातील तरुण पिढी शहराकडे चालली आहे त्यामुळे या सर्व कारणामुळे त्यांना जी जोडीदार पायजे,562949953530931_chunk_6_enhanced.wav,141.37588500976562,25.80626106262207,31.19151306152344,51.49664306640625,12.251250000000002,11.75390266299357,12.257,Marathi,Male,S4259242600335933,562949953530931_chunk_6_enhanced.wav,2.765625,,,IndicVoices-R,0.94140625,15.6875,4.486565589904785,/data-3/praveen/ivr
ॲक्सिस बँक लाईममधील माझ्या खात्यात माझ्याकडे तीस हजार रुपयांपेक्षा जास्त रक्कम आहे का,562949953474024_chunk_1_enhanced.wav,134.41787719726562,28.920860290527344,50.00465774536133,59.58381652832031,6.665625,12.751992498827942,6.7376875,Marathi,Male,S4259062600343974,562949953474024_chunk_1_enhanced.wav,3.171875,,,IndicVoices-R,0.98828125,20.0,4.523667335510254,/data-3/praveen/ivr
महाराष्ट्र राज्यातील उम्मेदवार हे होतकरू मेहनतीने आनि कष्ट करून पोलीस भरती करतात रात्रंदिवस झरतात अभ्यास करतात दुसऱ्या गावात राहून,562949953438094_chunk_12_enhanced.wav,139.96485900878906,15.961115837097168,67.59183502197266,30.65653419494629,11.930625000000004,10.896327728010894,11.94,Marathi,Male,S4259546600318730,562949953438094_chunk_12_enhanced.wav,3.234375,,,IndicVoices-R,0.95703125,13.375,3.653780698776245,/data-3/praveen/ivr
तो तंत्रग्यानच्या ग्यानची बातमी उद्योगाला आही तो संगडं फार बेस्ट झालं आनि तो सगळ्याला आपल्याला ते सांगू शकतात की आमी दोन ते तीन मिनीटात सगडं न्यूज,562949953457662_chunk_4_enhanced.wav,152.55938720703125,23.928916931152344,52.01971435546875,54.87297821044922,14.478749999999998,10.083743417076752,14.6120208333,Marathi,Male,S4258814900393494,562949953457662_chunk_4_enhanced.wav,3.796875,,,IndicVoices-R,0.9921875,27.375,3.6728014945983887,/data-3/praveen/ivr
प्रान नम्बर सात दुई एक चार एक दुई सात आठ आठ तिन आठ दुईको साथ मेरो एपवाई खाताका लेनदेन विवरणहरू देखाउनुहोस्,3940649674020772_chunk_1_enhanced.wav,199.50721740722656,33.59811019897461,55.92437362670898,45.656375885009766,13.078125,8.105137395459977,13.504,Nepali,Female,S4256936900324767,3940649674020772_chunk_1_enhanced.wav,3.578125,,,IndicVoices-R,0.98046875,24.0,4.447189331054688,/data-3/praveen/ivr
भारतको चुनौतीहरू जस्तै अन इमप्लयमेन्ट पोभर्टी अनि पोलिउसनहरूको समाधानको निम्ति चै सरखारले,3940649674019386_chunk_1_enhanced.wav,270.86798095703125,36.9511833190918,66.04930114746094,56.79280090332031,8.74125,10.18161018161018,9.3740208333,Nepali,Female,S4259808500383736,3940649674019386_chunk_1_enhanced.wav,3.4375,,,IndicVoices-R,0.95703125,21.0,4.4398512840271,/data-3/praveen/ivr
उहाँहरू धेरै सपोर्टिभ छ फ्याम्ली र अञ्जली उसको पापा उदारू सबै मिलेर अञ्जलीम् इन्भल्भ हुन्च भिडियोमा उसको ब्लगमा अन्त उसको,3940649673980348_chunk_15_enhanced.wav,259.8021545410156,43.26096725463867,52.1791877746582,53.386505126953125,11.188125000000005,10.815038266018655,11.1980208333,Nepali,Female,S4257219200309939,3940649673980348_chunk_15_enhanced.wav,2.078125,,,IndicVoices-R,0.91796875,14.3125,4.261929512023926,/data-3/praveen/ivr
उनले चै सट हन्ड्रेट मिटर चै उ मज्जले कुद्थ्यो हैन एकदम हाम्रो इन्डियाको नाम रोसन गर्ने नै पिटि ओसा हो उल्ले जकार्टामा कति ओडा इन्टरन्यासनल म्याडल इन्टरन्यासनल खेल्नु जाँदा मेडलहरू पनि गोल मेडलहहरू पुरा जितेको छ,3940649673988959_chunk_15_enhanced.wav,204.7587890625,31.39409828186035,47.243629455566406,59.14030075073242,12.976875000000003,16.182632567548037,13.117,Nepali,Female,S4259654200304412,3940649673988959_chunk_15_enhanced.wav,3.203125,,,IndicVoices-R,0.97265625,18.125,4.208059787750244,/data-3/praveen/ivr
अहिले भर्खरदेखिन् चैँ फेरि लोक दोहोरी एकदमै मनपर्न थालेको छ हो लोक दोहोरी नेपालको आवाजहरू जुन चैँ हाम्रो नेपाली आवाजहरू हुन्छ एकदमै एक्सट्रा अर्डिनेरी सङ्गीतको त्यो एउटा धुन हो त्यो कसैले पनि नकल गरेर गाउनु सक्दैन सङ्गीतको लोक दोहोरी जस्तो मलाई लाग्छ अनि,3940649674021416_chunk_2_enhanced.wav,203.8620147705078,51.35179901123047,56.1715087890625,46.679195404052734,19.828125,12.810086682427109,19.841,Nepali,Female,S4257757800306306,3940649674021416_chunk_2_enhanced.wav,1.6171875,,,IndicVoices-R,0.88671875,5.5625,3.1505258083343506,/data-3/praveen/ivr
त्यो अब अब यता अब एस कम्पेर टु प्लेन्स अब प्लेन्सको जस्तो त्यो रहनसहन पनि हुँदैन अब गाउँघरमा त सबै मिलेरै बसेको हुन्छ,3940649673963919_chunk_15_enhanced.wav,234.0967254638672,28.97942543029785,45.52568435668945,51.89290237426758,8.218125,14.236824093086923,8.2240208333,Nepali,Female,S4259336200375952,3940649673963919_chunk_15_enhanced.wav,4.25,,,IndicVoices-R,0.99609375,31.375,4.447216987609863,/data-3/praveen/ivr
एउटा एउटा धर्मले कुनै पनि ठाउँमा है कुनै पनि ठाउँमा केही एस्तै इन्टरभ्यूहरू एस्तो एस्तो के केहरू,3940649674020993_chunk_9_enhanced.wav,178.45693969726562,19.5162410736084,57.054649353027344,34.56258773803711,9.348750000000004,10.268752507019652,9.3750208333,Nepali,Female,S4259085700325035,3940649674020993_chunk_9_enhanced.wav,3.296875,,,IndicVoices-R,0.9765625,22.75,4.4617838859558105,/data-3/praveen/ivr
किसानहरको परिवारलाई धैरे गाह्रो हुन्छ र घरका सदस्यहरू बिमारी छन् भने त झन गाह्रो हुनजान्छ र तिनीहरूले यी दुःख पिडा सहनु नसक्दा किसानहरूको सम्पूर्ण परिवारले आत्महत्या गर्न सक्छन्,3940649674028837_chunk_5_enhanced.wav,185.0994567871093,20.80629539489746,59.36362838745117,56.12788391113281,13.483125,13.1275205117508,13.4880208333,Nepali,Female,S4259399200339078,3940649674028837_chunk_5_enhanced.wav,3.484375,,,IndicVoices-R,0.984375,21.25,4.5058135986328125,/data-3/praveen/ivr
इन्टरनेसनल लेबलमा एक्जिविसनहरू राखेर आफ्नो देशको राज्यको,3940649674031931_chunk_2_enhanced.wav,211.00552368164065,14.317131042480469,63.21797943115234,33.03256607055664,5.045625,11.098724142202402,5.0540208333,Nepali,Female,S4259348900375296,3940649674031931_chunk_2_enhanced.wav,3.4375,,,IndicVoices-R,0.9921875,25.5,4.494266510009766,/data-3/praveen/ivr
जस्तो प्रकारले हाम्रो अङ्ग सञ्चालन गर्छौ त्यस अनुसार हामीले हरएक एउटा गानामा हाम्रो अङ्ग प्रत्यङ्ग सर्वाङ्ग,3940649673954995_chunk_3_enhanced.wav,248.3882293701172,41.225399017333984,44.43434143066406,59.15004348754883,7.05375,15.1692362218678,7.0720208333,Nepali,Female,S4258770700360586,3940649673954995_chunk_3_enhanced.wav,3.65625,,,IndicVoices-R,0.98828125,24.625,3.688258409500122,/data-3/praveen/ivr
उनाहरूलाई के के छुटहरू दियो जस्तै कि उनाहरूलाई पैसाहरू पनि दिनेगर्दछ लोनहरू पनि पास गर्दछ त्यले के गर्दछ भन्दाखेरि उनाहरूले स्यानोतिनो बिजनेसहरू जस्तै कि,3940649674013723_chunk_7_enhanced.wav,218.12017822265625,19.30192947387696,58.4124641418457,39.78915786743164,12.31875,12.420091324200913,12.353,Nepali,Female,S4258076500359661,3940649674013723_chunk_7_enhanced.wav,3.375,,,IndicVoices-R,0.97265625,22.875,4.444665431976318,/data-3/praveen/ivr
आदिवासी हेयर ओइल हेयर प्रोडक्ट चाहिँ अनि,3940649673953646_chunk_10_enhanced.wav,192.9105682373047,28.645177841186523,65.83934020996094,58.387943267822266,5.1468750000000005,7.771706132361869,5.652,Nepali,Female,S4259790200369285,3940649673953646_chunk_10_enhanced.wav,2.703125,,,IndicVoices-R,0.98828125,23.0,4.500332355499268,/data-3/praveen/ivr
दस हजार तिस हजार पचास हजार साठी हजार एक लाख,3940649674024820_chunk_1_enhanced.wav,223.066650390625,71.37747955322266,70.2361068725586,53.22795104980469,5.889375,7.301284092115037,6.295,Nepali,Female,S4258900200357873,3940649674024820_chunk_1_enhanced.wav,3.984375,,,IndicVoices-R,1.0,26.375,4.542912006378174,/data-3/praveen/ivr
अनि त्यै कुराहरूले चैँ मलाई अहिले मलाई एकदम त्यो मलाई रियलाइजेसन भइरहेको छ कि,3940649674026277_chunk_11_enhanced.wav,216.8841857910156,36.16958618164063,64.30130767822266,57.739742279052734,8.302500000000002,9.274314965371872,8.3190208333,Nepali,Female,S4259447300361272,3940649674026277_chunk_11_enhanced.wav,3.96875,,,IndicVoices-R,0.9921875,28.5,4.323989868164063,/data-3/praveen/ivr
भारतको महत्तवपूर्ण पर्यटक स्थलहरूमा है देल्लीको आबो लोटस टेम्पल गेट गेटवे इन्डिया त्यहाँदेखिन् घुम्दै आएर है कलकत्तामा छन् कालिघाट,3940649673966250_chunk_1_enhanced.wav,202.9242401123047,38.032981872558594,41.79884719848633,55.175048828125,13.297500000000005,9.776273735664596,13.3680208333,Nepali,Female,S4256997000325332,3940649673966250_chunk_1_enhanced.wav,3.25,,,IndicVoices-R,0.98828125,25.375,4.402787685394287,/data-3/praveen/ivr
यसरी विविध व्यक्तित्व का धनी भनौँ वा विविध प्रतिभाले भरिएकी म्यारी कमका एस्ता गुणहरू रहेका छन् र यदि मैले म्यारी कम,3940649674011070_chunk_10_enhanced.wav,227.193588256836,39.91685104370117,68.4693603515625,57.282169342041016,13.145625000000004,8.748157657015165,13.218,Nepali,Female,S4259408000357437,3940649674011070_chunk_10_enhanced.wav,3.875,,,IndicVoices-R,0.9921875,29.5,4.470489501953125,/data-3/praveen/ivr
आफ्नो आफ्नो हिसाबले हुन्छ कसैले सात दिनमा कसैले तिन दिनमा गर्छ त्यो दिन चाहिँ सबै सकिन्छ ठुलो काम सकिन्छ हाम्रो चाहिँ,3940649673956018_chunk_5_enhanced.wav,203.02706909179688,48.187744140625,46.75278854370117,55.045654296875,5.720624999999999,20.452310717797445,5.7270208333,Nepali,Female,S4256937000327090,3940649673956018_chunk_5_enhanced.wav,4.0625,,,IndicVoices-R,1.0,21.5,4.468084335327148,/data-3/praveen/ivr
अरू न मन पर्ने जानवरहरूमा मलाई बिरालो मनपर्दैन किनभने बिरालोले फोहोर गर्छ मैला मैला मैला गर्छ पलङ मुनिहरूतिर हगिदिन्छ अनि तेल्ले पुरा,3940649674013141_chunk_8_enhanced.wav,216.70095825195312,29.484134674072266,57.121124267578125,46.34274673461914,16.740000000000002,7.945041816009557,17.342,Nepali,Female,S4258786600332194,3940649674013141_chunk_8_enhanced.wav,2.875,,,IndicVoices-R,0.984375,24.125,4.209759712219238,/data-3/praveen/ivr
त्यो चिकन चौमिनको प्राइस चैँ कति छ होला नि,3940649673995739_chunk_8_enhanced.wav,107.78153228759766,14.16754913330078,67.0022201538086,49.33111190795898,4.21875,9.955555555555556,5.055,Nepali,Male,S4259694800353731,3940649673995739_chunk_8_enhanced.wav,3.296875,,,IndicVoices-R,0.9921875,19.375,3.458066463470459,/data-3/praveen/ivr
यस कारणले गर्दाखेरि पनि सहरका विद्यार्थी नानीहरू ग्रामीण स्तरका विद्यार्थी नानीहरू भन्दा तेज अथवा सार्प भएको हामी जा बुझ्दछौँ,3940649673994465_chunk_6_enhanced.wav,128.0001983642578,24.35704040527344,50.61124420166016,59.65496063232422,10.42875,11.98609612849095,10.432,Nepali,Male,S4259333000392080,3940649673994465_chunk_6_enhanced.wav,3.625,,,IndicVoices-R,0.9765625,25.75,4.401115417480469,/data-3/praveen/ivr
अब त्यसमा चैँ खालि मान्छेहरले अब लेखकहेरले चैँ बुज्दाखेरि चैँ यो वाद भनेको सिद्दै सोझै मार्क्सवाद भनेर जोड्छन्,3940649674054452_chunk_14_enhanced.wav,127.02981567382812,13.392043113708496,56.97111892700195,52.5020866394043,6.193124999999999,17.761630840649918,6.2070208333,Nepali,Male,S4259391000375598,3940649674054452_chunk_14_enhanced.wav,3.703125,,,IndicVoices-R,0.9921875,27.375,4.4635396003723145,/data-3/praveen/ivr
समाजदेखि लेर देशदेखि लेर सप्पैले रुचि त्यसपट्टि रुचि महिलाको पार्टिसिपेसन हुनुपर्छ भन्ने रुचि दिइरहेको छ,3940649674000341_chunk_4_enhanced.wav,133.07180786132812,17.312118530273438,60.44075012207031,40.35134506225586,8.606250000000003,12.084241103848942,8.607,Nepali,Male,S4256936400324568,3940649674000341_chunk_4_enhanced.wav,1.984375,,,IndicVoices-R,0.91015625,11.4375,3.819247245788574,/data-3/praveen/ivr
