uid,native_word,english_word,source,score,lang
hin100299,रूहों,ruuhon,Existing,,hin
hin111972,बुशनेल्स,bushnels,Existing,,hin
hin67503,धरासू,dharasu,Existing,,hin
hin83408,जाएँ,jaaein,Existing,,hin
hin140719,एल्सास,aelsaas,Existing,,hin
hin42274,गइली,gaili,Existing,,hin
hin130578,बाकेरिजो,baquerizo,Existing,,hin
hin153446,बीईपीसी,bepc,Existing,,hin
hin37737,अधिकारियों,adhkaariyo,Existing,,hin
hin157436,शकुनि,shaquni,Existing,,hin
hin115206,ध्यानरथ,dnyanrath,Existing,,hin
hin158951,जगेगा,jgega,Existing,,hin
hin128104,ताइवान,thaiwan,Existing,,hin
hin40446,वरमिलियन,vermilion,Existing,,hin
hin89154,खेलेगा,khelegaa,Existing,,hin
hin155970,सन्यास,sanyas,Existing,,hin
hin57400,कलंकित,kalanqit,Existing,,hin
hin162312,स्मरम,smaram,Existing,,hin
hin147006,हथियारबंद,hathiyarbanda,Existing,,hin
hin99015,हीरासिंह,heerasingh,Existing,,hin
hin82132,आयुर्वेडे,ayurvede,Existing,,hin
hin56796,मुहरों,muharo,Existing,,hin
hin36331,पल्सेटिला,palsaytilaa,Existing,,hin
hin73005,अस्थियों,asthiyoun,Existing,,hin
hin99467,रोगजनक,rogjanak,Existing,,hin
hin79908,रेडीमेड,readymade,Existing,,hin
hin55442,पछताऊँ,pachhataaun,Existing,,hin
hin80523,अल्हड़ता,alharta,Existing,,hin
hin87520,लिच्छवियों,lichchviyon,Existing,,hin
hin57835,बतियाने,bateeyane,Existing,,hin
hin90687,ऐग्रीक्लचर,egricalchar,Existing,,hin
hin57333,शेयरों,sheyeron,Existing,,hin
hin117876,बीएमसी,bmc,Existing,,hin
hin88136,देवधर,deodhar,Existing,,hin
hin40962,ज्ञानेंद्रपति,gyaanendrapathi,Existing,,hin
hin43939,माहू,maahoo,Existing,,hin
hin107015,समकालिक,samakalik,Existing,,hin
hin148222,बौद्धमत,buddhism,Existing,,hin
hin118960,शब्ह,shab,Existing,,hin
hin38100,पैरिरेनल,pararenal,Existing,,hin
hin100196,ब्रह्मंभट्टं,brahmbhat,Existing,,hin
hin74061,साजना,saajana,Existing,,hin
hin38832,कैलोरीज,calories,Existing,,hin
hin145897,आसार,aasaar,Existing,,hin
hin55240,निबद्ध,nibaddha,Existing,,hin
hin93985,क्षतिपूर्ति,kshateepurti,Existing,,hin
hin62499,फैलाना,phailana,Existing,,hin
hin99516,आदर्शवाद,aadarshavaad,Existing,,hin
hin74873,आलमपुर,aalampur,Existing,,hin
hin38998,ठेकों,thekon,Existing,,hin
hin115332,फाइब्रिनोजेन,fibrinogen,Existing,,hin
hin96371,पूछूँगी,poochungi,Existing,,hin
hin64921,रतनलाल,ratanlal,Existing,,hin
hin37268,नेटाल,natal,Existing,,hin
hin56342,दुश्तों,dushton,Existing,,hin
asm122088,এনেকুৱাইনে,anekuwaine,IndicCorp,-0.0815528035,asm
asm84332,উৎকর্ষৰ,utkorxor,IndicCorp,-0.0678530373,asm
asm8014,সামৰিলেও,xamorileu,IndicCorp,-0.0369268924,asm
asm54048,সুন্দৰীগৰাকী,xundorigoraki,IndicCorp,-0.0461924248,asm
asm141455,কাভাৰেজ,kavarez,IndicCorp,-0.1362398583,asm
asm6747,হাৰডাল,hardal,IndicCorp,-0.3251263872,asm
asm122813,কেৰিক,kerik,IndicCorp,-0.2209038585,asm
asm2441,পিন্ধিছিল,pindhisil,IndicCorp,-0.0515121054,asm
asm61507,খুল্লা,khulla,IndicCorp,-0.081686575,asm
asm9412,লামাৰূপে,lamarupe,IndicCorp,-0.0459144444,asm
asm79552,নিষ্পত্তি,nispotti,IndicCorp,-0.0523049164,asm
asm122564,সন্মানাৰ্থে,xonmanarthe,IndicCorp,-0.0603398271,asm
asm48570,সংবিধানখনে,xongbidhankhone,IndicCorp,-0.0114777593,asm
asm8224,খালাৰ,khalar,IndicCorp,-0.0668979245,asm
asm28507,সংযোজনে,xongzujone,IndicCorp,-0.065739518,asm
asm44159,সেৱনকাৰীসকলে,xewonkarixokole,IndicCorp,-0.0352914797,asm
asm157009,মুৰাৰীৰ,murarir,IndicCorp,-0.2031744011,asm
asm138747,র্ডবিলাকেও,rdobilakeu,IndicCorp,-0.2435909323,asm
asm155133,আহঁতগুৰিৰ,aahotgurir,IndicCorp,-0.0575690214,asm
asm118809,ছোৱালীয়েও,suwaliyeu,IndicCorp,-0.1138573419,asm
asm126354,যমুনা,jomuna,IndicCorp,-0.308404997,asm
asm137649,নাজানিবও,najanibou,IndicCorp,-0.1005312651,asm
asm174700,তর্কবিদ্যা,torkobidya,IndicCorp,-0.1747594886,asm
asm120277,উগ্রবাদ,ugrobad,IndicCorp,-0.1703630574,asm
asm24694,খাইছি,khaisi,IndicCorp,-0.1212093458,asm
asm37408,দিলেতো,diletu,IndicCorp,-0.1344856359,asm
asm75717,স্নেহকলা,snehkola,IndicCorp,-0.0412819909,asm
asm75643,স্কুলবাছক,schoolbasok,IndicCorp,-0.2330652624,asm
asm81820,মহটোৰ,mohtur,IndicCorp,-0.2254819423,asm
asm1283,মাজুলীখনৰ,majulikhonor,IndicCorp,-0.0550165717,asm
asm151744,চেমিমা,semima,IndicCorp,-0.2107142657,asm
asm54925,উন্নয়নী,unnayani,IndicCorp,-0.1605992168,asm
asm155243,থৱলপাৰা,thowolpara,IndicCorp,-0.1284164749,asm
asm122314,মোকাবিলাৰ,mukabilar,IndicCorp,-0.0440062629,asm
asm16849,সোণাজুলিত,xunajulit,IndicCorp,-0.0871102251,asm
asm168098,আবিদুৰ,aabidur,IndicCorp,-0.088549139,asm
asm134362,মেৰুকৰণত,merukoronot,IndicCorp,-0.0122480502,asm
asm157978,জাৰাগুৰি,jaraguri,IndicCorp,-0.1923038587,asm
asm149633,জাহিনুৰ,jahinur,IndicCorp,-0.1214139387,asm
asm174268,ঠেকেৰাতল,thekeratol,IndicCorp,-0.031208219,asm
asm111845,কালঝাৰ,kaljhar,IndicCorp,-0.0764368419,asm
asm37225,ৰসাস্বাদনত,roxaswadonot,IndicCorp,-0.0348809902,asm
asm35650,পুলিছৰ,poolichor,IndicCorp,-0.1732388288,asm
asm97684,দ্যোতনা,dyotona,IndicCorp,-0.3456636593,asm
asm113116,তাৰপিছৰ,tarpisor,IndicCorp,-0.0765643073,asm
asm46565,অতদিনৰে,otodinore,IndicCorp,-0.0263829662,asm
asm86194,চুম্বকে,sumboke,IndicCorp,-0.0735332817,asm
asm95343,কেপ্তেইনৰ,captainor,IndicCorp,-0.3005192578,asm
asm51405,চাৰ্জিঙেৰে,sarjingere,IndicCorp,-0.1317006722,asm
asm19143,আৰাধন,aaradhon,IndicCorp,-0.0723526385,asm
asm26781,বৰপুজাৰীৰ,borpujarir,IndicCorp,-0.0746461647,asm
asm107668,ৰাইজহ্ল,raizhlo,IndicCorp,-0.2844095528,asm
asm67335,টপফেন,topfen,IndicCorp,-0.0548671242,asm
asm53826,প্ৰদ্ধতি,proddhoti,IndicCorp,-0.2735418379,asm
asm68667,প্ৰতাবাদী,protabadi,IndicCorp,-0.0926466435,asm
asm57679,ঘোঁৰামাৰাৰ,ghuramarar,IndicCorp,-0.3320649117,asm
asm157781,দুদৰ্শাগ্ৰস্ত,dudorxagrosto,IndicCorp,-0.0650014579,asm
asm147663,নৱবৰ্ষত,noboborxot,IndicCorp,-0.1874668486,asm
asm97384,মহাবিদ্যালয়খনে,mohabidyaloikhone,IndicCorp,-0.0473483131,asm
asm10540,নাতিহঁতৰ,natihotor,IndicCorp,-0.1704585738,asm
asm11594,জৰা,joraa,IndicCorp,-0.1523239482,asm
asm103671,ক্ৰুগাৰৰ,krugaror,IndicCorp,-0.2900312468,asm
asm26646,প্রতিভাশালী,protibhaxali,IndicCorp,-0.1192905046,asm
asm74287,ডাক্তৰো,daktoru,IndicCorp,-0.0491162324,asm
asm135246,ৰোবৰ,rubor,IndicCorp,-0.2356138825,asm
asm120727,দলিৰ,dolir,IndicCorp,-0.0790524743,asm
asm105201,দৰ্জাখনৰ,dorjakhonor,IndicCorp,-0.2291778848,asm
asm107510,ধৈৰ্য্যক,dhoirjyok,IndicCorp,-0.0523581747,asm
asm110195,দেৱগঞা,debgoya,IndicCorp,-0.1912771612,asm
asm30250,পংন্যান,pongnyan,IndicCorp,-0.1129333302,asm
asm142825,স্বার্থবোৰ,swarthobur,IndicCorp,-0.0588449212,asm
asm66931,বিচ্ছিন্নতাবাদ,bischinnotabad,IndicCorp,-0.0723138712,asm
asm138371,থাপাকে,thapake,IndicCorp,-0.0687513521,asm
asm143222,কলিজাৰে,kolijare,IndicCorp,-0.0912320358,asm
asm31139,নকৰিমনে,nokorimone,IndicCorp,-0.2321086321,asm
asm109122,মোকৰ্দমা,mukordoma,IndicCorp,-0.1197468303,asm
asm90182,চক্রসমূহৰ,sokroxomuhor,IndicCorp,-0.0633307882,asm
asm40381,পাছততো,pasototu,IndicCorp,-0.0973588638,asm
asm167394,শিশুসকলেও,xixuxokoleu,IndicCorp,-0.0168353964,asm
asm61880,স্বর্গাদপি,sworgadopi,IndicCorp,-0.1455046684,asm
asm43368,থৈবাই,thoibai,IndicCorp,-0.0711828116,asm
asm55016,অবিজ্ঞান,obigyan,IndicCorp,-0.1412470192,asm
asm122189,নপৰাতো,noporatu,IndicCorp,-0.1560153142,asm
asm19420,চাবিত্ৰীৰ,sabitrir,IndicCorp,-0.1791156083,asm
asm124073,চাপৰিও,saporiu,IndicCorp,-0.0981939482,asm
asm158303,হুইছেন,huisen,IndicCorp,-0.1181758307,asm
asm64430,একোটি,ekuti,IndicCorp,-0.1249889657,asm
asm142183,উৰুৱাইছিল,uruwaisil,IndicCorp,-0.1389440075,asm
asm64634,অন্ধবিশ্বাসী,ondhobiswaxi,IndicCorp,-0.073708469,asm
asm84322,গুৰুকুল,gurukul,IndicCorp,-0.0488156725,asm
asm137599,দাসাই,daxai,IndicCorp,-0.1745969318,asm
asm102937,গুজৰাত,gujorat,IndicCorp,-0.1804447994,asm
asm1572,জার্নেলখনত,jarnelkhonot,IndicCorp,-0.1811636537,asm
asm121827,গ্ৰেগৰৰ,gregoror,IndicCorp,-0.0341276447,asm
asm135645,গীতবিলাকক,gitbilakok,IndicCorp,-0.0422673728,asm
asm85073,চোৱাটোও,suwatuu,IndicCorp,-0.2428135574,asm
asm144535,লিলিমাইৰ,lilimair,IndicCorp,-0.1339613572,asm
asm112924,কমিটিত,komitit,IndicCorp,-0.1483964475,asm
asm23600,মৈদামক্ষেত্র,moidamkhyetro,IndicCorp,-0.1208713278,asm
asm30422,অশ্বিনীৰ,oswinir,IndicCorp,-0.1240404663,asm
ben388131,কোলুন,colun,IndicCorp,-0.3196491897,ben
ben846921,ভানকরের,vankorer,IndicCorp,-0.2545977458,ben
ben803842,ভার্বিং,verbing,IndicCorp,-0.1408748031,ben
ben860227,সুপারমুনগুলোর,supermungulor,IndicCorp,-0.0586562511,ben
ben1057587,বন্যপশু,bonnoposhu,IndicCorp,-0.1813267767,ben
ben555392,পাত্তাড়ি,pattadi,IndicCorp,-0.3101502769,ben
ben737368,ওখানা,okhana,IndicCorp,-0.0684133507,ben
ben1094793,ভিন্নার্থে,vinnarthe,IndicCorp,-0.3037507236,ben
ben995601,হাসপাতালেচিকিৎসাধীন,haspatalecikitsadhin,IndicCorp,-0.0956273973,ben
ben719604,মুরুব্বির,murubbir,IndicCorp,-0.1613978297,ben
ben455624,ল্যাপ্টেন্যান্ট,laptenant,IndicCorp,-0.1816319302,ben
ben879298,নন্দীবাগানের,nandibaganer,IndicCorp,-0.221898526,ben
ben500591,সাহিত্যশৈলী,sahityashaili,IndicCorp,-0.1092142996,ben
ben1193407,রাজ্যসরকারী,rajyasarkari,IndicCorp,-0.1105847228,ben
ben775993,বিরিজামোহন,birijamohan,IndicCorp,-0.0685478803,ben
ben576724,রঘুরাজপুরের,raghurajpur,IndicCorp,-0.1668168046,ben
ben823647,নাইচা,naicha,IndicCorp,-0.1273977458,ben
ben958588,আতাউলে,ataule,IndicCorp,-0.2007703781,ben
ben428916,দেব্যানী,devyani,IndicCorp,-0.309447363,ben
ben837443,বাসকেস,baskes,IndicCorp,-0.3495356888,ben
ben663202,মনিও,monio,IndicCorp,-0.2534482107,ben
ben498243,বাশকান্দি,bashkandi,IndicCorp,-0.1536719352,ben
ben1118672,মনোজকুমারকে,monojkumarke,IndicCorp,-0.085332281,ben
ben235666,কৃষিতথ্য,krishitathya,IndicCorp,-0.0909962887,ben
ben787262,জুদামের,judamer,IndicCorp,-0.1825059652,ben
ben945287,বিমানদের,bimander,IndicCorp,-0.2042794637,ben
ben811878,কম্বিফ্ল্যামের,combiflamer,IndicCorp,-0.1567322202,ben
ben1053488,সুফিলের,sufiler,IndicCorp,-0.0943498984,ben
ben681105,সন্তুষ্টিয়েই,santushtiyei,IndicCorp,-0.1895509288,ben
ben448162,বাংলাদেশবাংলাদেশ,bangladeshbangladesh,IndicCorp,-0.0546721518,ben
ben750526,মুজাহেদীন,mujahedin,IndicCorp,-0.2545239851,ben
ben734691,কালেখা,kalekha,IndicCorp,-0.0757685378,ben
ben249723,পার্টিকলের,particler,IndicCorp,-0.2952461094,ben
ben1168758,অন্নাদুরাই,annadurai,IndicCorp,-0.1336138416,ben
ben229348,বেভেলের,beveler,IndicCorp,-0.1088616475,ben
ben1087819,পিন্টারের,pinter,IndicCorp,-0.2340052724,ben
ben731629,রক্তকণিকাকে,roktokonikake,IndicCorp,-0.0971275857,ben
ben522630,শিবচরণবাবু,shivacharanbabu,IndicCorp,-0.1371281538,ben
ben418799,বন্ধুশ্রোতা,bandhushrota,IndicCorp,-0.2800896056,ben
ben466514,কাবিলবক্সি,kabilboxy,IndicCorp,-0.1758287475,ben
ben687222,রুগ্নজন,rugnajan,IndicCorp,-0.1509832367,ben
ben494514,প্রতিমাটিও,protimatio,IndicCorp,-0.1290280856,ben
ben1149133,পিলেটা,pileta,IndicCorp,-0.2901952192,ben
ben993347,কৃষিউৎপাদন,krishiutpadan,IndicCorp,-0.1482367255,ben
ben1167832,জ্ঞাতিশত্রুর,gyatishatrur,IndicCorp,-0.1628440581,ben
ben1090831,মাছিগুলোর,machigulor,IndicCorp,-0.1316998228,ben
ben322909,মহাদানপুরমে,mahadanpurame,IndicCorp,-0.1220527738,ben
ben487427,বিচারকেও,bicharkeo,IndicCorp,-0.0602808911,ben
ben283949,ব্রাহ্মণবেশ,brahmanabesh,IndicCorp,-0.1661807932,ben
ben692222,ভাষারূপে,bhasarupe,IndicCorp,-0.121983665,ben
ben333568,রিফিকদাতা,rifiqdata,IndicCorp,-0.1057174243,ben
ben652238,গিয়ার্ট,geart,IndicCorp,-0.1937683076,ben
ben839397,চাঙ্গেরী,changeri,IndicCorp,-0.2294950522,ben
ben431732,গৌস্বামীর,gauswamir,IndicCorp,-0.1323234467,ben
ben432246,অলোকেশের,alokesher,IndicCorp,-0.1867101938,ben
ben536920,পাটিখালঘাটা,patikhalghata,IndicCorp,-0.0660407329,ben
ben645014,চিত্রনাট্যকে,chitronatyoke,IndicCorp,-0.126954946,ben
ben542859,সিপাহীপাড়া,sipahipada,IndicCorp,-0.2522103861,ben
ben285789,গণশহীদের,ganashahider,IndicCorp,-0.2931921035,ben
ben774561,দানবীরেরা,danbirera,IndicCorp,-0.2625036016,ben
ben764907,ঝিনুকেরও,jhinukero,IndicCorp,-0.0982476138,ben
ben260427,ম্যাথিউজকে,mathiewzke,IndicCorp,-0.228275422,ben
ben598639,খারগোনের,khargoner,IndicCorp,-0.2316694632,ben
ben1198683,মহাশ্মাশানে,mahashmashane,IndicCorp,-0.2638363838,ben
ben222569,কর্ণধারগণ,karnadhargan,IndicCorp,-0.3397343457,ben
ben645278,ট্রেসারকে,tracerke,IndicCorp,-0.2432133555,ben
ben1118957,জ্ঞানগরিমার,gyanagarimar,IndicCorp,-0.2036707699,ben
ben1053129,মেলবার্নে,melburney,IndicCorp,-0.2655494213,ben
ben558287,রাহওয়া,rahwa,IndicCorp,-0.3378367126,ben
ben755002,অনৈতিহাসিকতার,onoitihasikotar,IndicCorp,-0.084622819,ben
ben756855,কার্টেলের,carteler,IndicCorp,-0.1683174931,ben
ben569942,বিরাগেরও,biragero,IndicCorp,-0.218503207,ben
ben912717,জুটাপেটা,jutapeta,IndicCorp,-0.2613040619,ben
ben1050128,শ্রীরা,shrira,IndicCorp,-0.1695586629,ben
ben277901,আফতাবচি,aftabchi,IndicCorp,-0.111622747,ben
ben877376,সরকারব্যবস্থাকেই,sarkarbyabosthakei,IndicCorp,-0.0716815323,ben
ben977593,নোবেলদের,nobelder,IndicCorp,-0.3047233894,ben
ben675237,মন্বন্তরেষু,manwantareshu,IndicCorp,-0.1199568659,ben
ben1044398,সায়ন্তি,sayanti,IndicCorp,-0.2194550745,ben
ben443973,কুসুমকোমল,kusumkomal,IndicCorp,-0.0701412112,ben
ben481540,পাকিস্তানমুখি,pakistanmukhi,IndicCorp,-0.1695752945,ben
ben1158293,ফ্র্যাগরেন্সের,fragrancer,IndicCorp,-0.1888222247,ben
ben570128,রাজাদাও,rajadao,IndicCorp,-0.1095181294,ben
ben888334,একাতেরিনার,ekaterinar,IndicCorp,-0.1883528754,ben
ben898339,লালফুল,lalful,IndicCorp,-0.0521175778,ben
ben449440,খুকিও,khukio,IndicCorp,-0.1532735676,ben
ben482237,প্রিসলের,presoler,IndicCorp,-0.2825390697,ben
ben1196475,কমেডিধর্মী,komedidhormi,IndicCorp,-0.1332656704,ben
ben886618,গনসচেতনা,gonschetna,IndicCorp,-0.3364525363,ben
ben1101818,রীতাশার,ritashar,IndicCorp,-0.3164930306,ben
ben1019958,কুঁচপুকুর,kunchpukur,IndicCorp,-0.1571299918,ben
ben1140287,হিন্দিওয়ালাদের,hindioalader,IndicCorp,-0.170734182,ben
ben1064467,দ্বারিকাপ্রসাদ,dwarikaprasad,IndicCorp,-0.0803214796,ben
ben923617,ক্যাপশনসহ,captions,IndicCorp,-0.3103917968,ben
ben382971,চটকাগাছ,chatkagach,IndicCorp,-0.1960119456,ben
ben1097713,ভ্রমরগণ,bhramargan,IndicCorp,-0.215227358,ben
ben758409,এককেন্দ্রিকতা,ekkendrikota,IndicCorp,-0.2966952398,ben
ben676996,দলগ্রহণ,dologrohon,IndicCorp,-0.1251947489,ben
ben238596,ধারাক্রমের,dharakramer,IndicCorp,-0.0863539577,ben
ben1151732,ঝাকঝমকপূর্ণ,jhakjhomokpurno,IndicCorp,-0.3116550222,ben
brx19112,नौगाम,nwogam,IndicCorp,-0.0109464782,brx
brx26876,फेरफाथिनो,ferfatinw,IndicCorp,-0.0636885026,brx
brx33206,हामलायनाय,hamlainai,IndicCorp,-0.0017913666,brx
brx28972,गेरजायाव,gerjayao,IndicCorp,-0.041985523,brx
brx18452,सोलोंमानिफ्राय,swlwngmaniprai,IndicCorp,-0.0235440981,brx
brx32551,फोजोबस्रां,pwjwbsrang,IndicCorp,-0.0427404576,brx
brx19271,फरायगिरिफोरा,poraigiripwra,IndicCorp,-0.0484443633,brx
brx18830,गंफायै,gongpaywi,IndicCorp,-0.0603832052,brx
brx31756,पुलिसफोराबो,policepwrabw,IndicCorp,-0.0272293007,brx
brx26549,खाथियाव,khatiyao,IndicCorp,-0.1301910584,brx
brx17264,हादोरसायाल,hadwrsayal,IndicCorp,-0.005871647,brx
brx26900,मोसे,mwse,IndicCorp,-0.0019160622,brx
brx24273,मेडियाफोरखौबो,mediafwrkwobw,IndicCorp,-0.1865271591,brx
brx29437,एजेन्सिनि,agencyni,IndicCorp,-0.0891961679,brx
brx20857,महरगिरिफोरखौ,mohorgiripwrkwo,IndicCorp,-0.0232453407,brx
brx26350,एनबाख्रे,enbakre,IndicCorp,-0.2513291314,brx
brx11422,दाफुंनायनि,dapungnaini,IndicCorp,-0.0428533184,brx
brx34790,नायखांबिलाइ,naikhangbilai,IndicCorp,-0.1727183349,brx
brx15084,राजखुवा,rajkuwa,IndicCorp,-0.0904551009,brx
brx17814,धारापुर,dharapur,IndicCorp,-0.0393735375,brx
brx16431,सोलायनांगोन,swlainangwn,IndicCorp,-0.0082267083,brx
brx25854,कमन्युति,komonyuti,IndicCorp,-0.3398028314,brx
brx22989,हिन्जावफ्रा,hinjaopra,IndicCorp,-0.0425794283,brx
brx28842,उखैनायनि,ukwinaini,IndicCorp,-0.0067507073,brx
brx24407,एकाडेमिआव,accademiao,IndicCorp,-0.14324129,brx
brx33487,भारतीनि,bhartini,IndicCorp,-0.0914182197,brx
brx35030,लिरगिरिफोरखौसो,lirgiripwrkwosw,IndicCorp,-0.0188009713,brx
brx34681,रेलफोरा,railfwra,IndicCorp,-0.0435062014,brx
brx21409,पेमेन्टफोरनि,paymentpwrni,IndicCorp,-0.0610233853,brx
brx11942,ससिन,sosin,IndicCorp,-0.0265725846,brx
brx28050,नगांव,nogaong,IndicCorp,-0.2703794912,brx
brx10888,लाङालासै,langalaswi,IndicCorp,-0.0494371671,brx
brx23901,राजबंसिसो,rajbongsisw,IndicCorp,-0.0185685912,brx
brx30533,सावरायबोबाय,saoraibwbai,IndicCorp,-0.0018222649,brx
brx15840,जाहोगोन,jahwgwn,IndicCorp,-0.0008926181,brx
brx16082,गुरनानै,gurnanwi,IndicCorp,-0.0017698435,brx
brx28774,माइलाव,mailao,IndicCorp,-0.2675347715,brx
brx11921,गोमोगोनदि,gwmwgwndi,IndicCorp,-0.1272809824,brx
brx28398,रावसोलायनायाव,raoswlainayao,IndicCorp,-0.0378444006,brx
brx34311,आखलखौ,akolkwo,IndicCorp,-0.1097881012,brx
brx16878,मावफुंनायावबो,maopungnaiaobw,IndicCorp,-0.0624850952,brx
brx19310,ट्रेनजों,trainjwng,IndicCorp,-0.0570123307,brx
brx24040,मुलुगसोलोंसालिफोराव,mulugswlwngsalipwrao,IndicCorp,-0.0345032224,brx
brx30254,मिजिंथियो,mijingtiyw,IndicCorp,-0.0061742719,brx
brx18691,मुसलमानफोरा,musolmanpwra,IndicCorp,-0.0415344841,brx
brx10817,बावजेनो,baojenw,IndicCorp,-0.0056117038,brx
brx18872,गोग्लैबोगासिनो,gwglwibwgasinw,IndicCorp,-0.0010573912,brx
brx13776,गथसाफोरबो,gotosapwrbw,IndicCorp,-0.0298309466,brx
brx16413,आपगानिस्तान,apganistan,IndicCorp,-0.0906916447,brx
brx31263,आनिस्राज,anisraj,IndicCorp,-0.2493591839,brx
brx17772,खौरांगरिनि,kworanggorini,IndicCorp,-0.0220719005,brx
brx31897,मन्दब,mondob,IndicCorp,-0.0885786898,brx
brx27829,चावलुं,chaolung,IndicCorp,-0.0327001344,brx
brx31911,ओंखारफैनांगौ,wngkarpwinangwo,IndicCorp,-0.0442450619,brx
brx22489,बिबानारि,bibanari,IndicCorp,-0.0079842439,brx
brx12305,चाबुला,chabula,IndicCorp,-0.1389179938,brx
brx19647,मावगिरिजों,maogirijwng,IndicCorp,-0.0012906214,brx
brx21679,बिबानगोराया,bibangwraya,IndicCorp,-0.0383360023,brx
brx12062,नायबिजिरना,naibijirna,IndicCorp,-0.0253238915,brx
brx29733,काल्चारेल,culcharel,IndicCorp,-0.2780946493,brx
brx34870,बिबादि,bibadi,IndicCorp,-0.005181859,brx
brx13174,फुरुंगि,furungi,IndicCorp,-0.0983093493,brx
brx19965,दिपजित,dipjit,IndicCorp,-0.0802553305,brx
brx15141,जुंगालनि,jungalni,IndicCorp,-0.3237202018,brx
brx22876,केएल,kl,IndicCorp,-0.0332547445,brx
brx20670,सावथुनफोरा,saotunpwra,IndicCorp,-0.0580592812,brx
brx33755,साबुवाआव,sabuaao,IndicCorp,-0.3361161128,brx
brx32054,बोथाबजानायनि,bwtabjanaini,IndicCorp,-0.0100125095,brx
brx35133,बरगांवआव,borgaongao,IndicCorp,-0.2985981051,brx
brx25316,दुखालिं,dukaling,IndicCorp,-0.0336254369,brx
brx20229,चापाताल,chapatal,IndicCorp,-0.1499879379,brx
brx23077,एसकर्ड,escord,IndicCorp,-0.1678218991,brx
brx10636,नुहोनो,nuhwnw,IndicCorp,-0.001971773,brx
brx17308,स्रिजित,srijit,IndicCorp,-0.1615354158,brx
brx16677,होरिसिंगानि,hwrisingani,IndicCorp,-0.1141803339,brx
brx18220,खालालमनो,kalalomnw,IndicCorp,-0.033631701,brx
brx32180,खांनो,khangnw,IndicCorp,-0.0644084815,brx
brx30617,नेपालनि,nepalni,IndicCorp,-0.1761489245,brx
brx12380,निबेरेखा,nibereka,IndicCorp,-0.1659629401,brx
brx18634,रावफोरहा,raopwrha,IndicCorp,-0.046269079,brx
brx16537,गावनोबो,gaonwbw,IndicCorp,-0.0014395251,brx
brx27721,सिंहआ,singhoa,IndicCorp,-0.0516954535,brx
brx25665,फिसाज्लाया,fisajlaya,IndicCorp,-0.0614724834,brx
brx15699,फुंआवनो,fungaonw,IndicCorp,-0.1794833541,brx
brx17844,जातीयतावादि,jatiyataoadi,IndicCorp,-0.0444510439,brx
brx10507,कमिस,commiss,IndicCorp,-0.0860732161,brx
brx18042,मिथिनालादि,mitinaladi,IndicCorp,-0.0300702099,brx
brx30394,रायज्लायबरबाय,raijlaiborbai,IndicCorp,-0.0273317113,brx
brx15501,बाहायगिरिया,bahaigiriya,IndicCorp,-0.0463290699,brx
brx13340,बाखोनायनो,bakwnainw,IndicCorp,-0.010348851,brx
brx32151,दावलाबारि,daolabari,IndicCorp,-0.0173837967,brx
brx26481,बोसोरनु,bwswrnu,IndicCorp,-0.0021300057,brx
brx13981,खौरांबादियै,kworangbadiywi,IndicCorp,-0.0253023217,brx
brx33870,राजखवाया,rajkoaya,IndicCorp,-0.1629086882,brx
brx11565,बेकजों,bekjwng,IndicCorp,-0.1726977266,brx
brx25240,सोरजिया,swrjiya,IndicCorp,-0.0590457618,brx
brx18303,जाफुंनायनि,japungnaini,IndicCorp,-0.033062274,brx
brx20528,सोनारनाय,swnarnai,IndicCorp,-0.0008505474,brx
brx21559,सुरनायाव,surnayao,IndicCorp,-0.0708411094,brx
brx22213,हाग्रमा,hagroma,IndicCorp,-0.0587702275,brx
guj776363,પક્ષતા,pakshta,IndicCorp,-0.1517474493,guj
guj900286,ટેમાઉલિપ્સ,temaulipse,IndicCorp,-0.3497957289,guj
guj846004,માબોઈલ,maboil,IndicCorp,-0.1825251598,guj
guj870693,લક્ષણોમાંથી,lakshanomathi,IndicCorp,-0.0885376122,guj
guj1026478,કાનસુમરા,kansumra,IndicCorp,-0.282349281,guj
guj472513,સ્નોન્સિસનો,snonsisano,IndicCorp,-0.1543918028,guj
guj558040,ઉપલાખાપાની,uplakhapani,IndicCorp,-0.2577010021,guj
guj805276,ઊર્જાસભર,urjasbhar,IndicCorp,-0.2662276551,guj
guj855236,બોલીબૂડ,bollybood,IndicCorp,-0.2340854257,guj
guj674672,વશરામભાઇના,vashrambhaina,IndicCorp,-0.1355824023,guj
guj795383,મહાલના,mahaalnaa,IndicCorp,-0.1490710545,guj
guj465527,મેરોસિકા,merosika,IndicCorp,-0.2188364863,guj
guj441041,દઢિયાળ,dadhiyaal,IndicCorp,-0.312009111,guj
guj936032,ન્યૂર્યોર્ક,neuryork,IndicCorp,-0.2477371171,guj
guj145979,મેટ્રોલિંક,metroolink,IndicCorp,-0.1708898693,guj
guj456212,કાંસાને,kaansaane,IndicCorp,-0.0931272185,guj
guj572825,કારપેટનો,kaarpetno,IndicCorp,-0.1050847715,guj
guj1069559,ચુકવાયેલો,chukvayelo,IndicCorp,-0.1262447648,guj
guj244557,લૂછુંથી,luchhunthi,IndicCorp,-0.3075583056,guj
guj647997,આરોપે,aarope,IndicCorp,-0.0875405492,guj
guj274111,થિયર,theor,IndicCorp,-0.250624299,guj
guj989401,યાંગત્સી,yangtsee,IndicCorp,-0.2298387587,guj
